City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
454,Chingirlau,KZ,51.095,54.0814,68.09,61,0,2.37,clear sky
455,Nargana,PA,9.4428,-78.5906,80.37,83,99,5.86,overcast clouds
456,Murgab,TM,37.4966,61.9714,73.53,22,0,8.28,clear sky
457,Trairi,BR,-3.2778,-39.2689,77.29,80,8,8.79,clear sky
458,Kirakira,SB,-10.4544,161.9205,84.45,75,86,12.08,overcast clouds
459,Ewa Beach,US,21.3156,-158.0072,85.37,56,40,13.8,scattered clouds
460,Kramat,ID,-8.1311,113.4499,78.76,82,48,2.19,scattered clouds
461,La Sarre,CA,48.8002,-79.1996,36.3,96,100,11.92,overcast clouds
462,Bathsheba,BB,13.2167,-59.5167,81.21,65,40,16.11,scattered clouds
463,Caravelas,BR,-17.7125,-39.2481,71.13,84,0,5.59,clear sky
464,Dunedin,NZ,-45.8742,170.5036,50.81,57,8,10.0,clear sky
465,Redmond,US,47.674,-122.1215,93.78,41,0,1.01,clear sky
466,Sambava,MG,-14.2667,50.1667,70.74,77,80,16.51,light rain
467,Plouzane,FR,48.3833,-4.6167,55.49,94,90,17.27,overcast clouds
468,Iracoubo,GF,5.4802,-53.2011,76.75,88,100,7.76,overcast clouds
469,Ixtapa,MX,20.7,-105.2,82.22,78,90,9.22,overcast clouds
470,San Alberto,CO,7.7611,-73.3922,76.95,81,87,6.78,overcast clouds
471,Qaqortoq,GL,60.7167,-46.0333,48.7,90,100,4.23,overcast clouds
472,Port Hardy,CA,50.6996,-127.4199,61.79,82,33,13.13,scattered clouds
473,Cochrane,CA,51.1834,-114.4687,78.6,44,100,5.61,overcast clouds
474,Olafsvik,IS,64.8945,-23.7142,46.71,91,100,11.77,overcast clouds
475,Fare,PF,-16.7,-151.0167,79.5,69,1,3.47,clear sky
476,Huercal-Overa,ES,37.389,-1.9454,70.23,34,0,4.5,clear sky
477,Launceston,AU,-41.45,147.1667,50.14,100,40,4.61,scattered clouds
478,San Quintin,MX,30.4833,-115.95,66.54,78,81,12.86,broken clouds
479,Otane,NZ,-39.8833,176.6333,53.01,75,100,10.18,overcast clouds
480,Awbari,LY,26.5921,12.7805,86.74,18,0,9.86,clear sky
481,Jinchang,CN,38.4953,102.1739,79.95,26,100,5.41,overcast clouds
482,Taywarah,AF,33.35,64.4167,47.98,24,0,6.98,clear sky
483,Strelka,RU,58.0728,93.0344,50.27,92,98,5.59,overcast clouds
484,Hopkinsville,US,36.8656,-87.4886,70.5,96,100,9.55,overcast clouds
485,Raga,SS,8.4596,25.678,68.92,87,100,2.73,light rain
486,Dillon,US,34.4166,-79.3712,86.2,64,2,14.56,clear sky
487,Abilene,US,32.4487,-99.7331,72.77,70,90,1.99,overcast clouds
488,Buala,SB,-8.145,159.5921,86.04,66,100,6.82,overcast clouds
489,Aklavik,CA,68.2191,-135.0107,48.83,49,89,22.79,overcast clouds
490,Shiyan,CN,32.6475,110.7781,79.86,43,0,2.06,clear sky
491,Anadyr,RU,64.75,177.4833,61.3,48,20,11.18,few clouds
492,Vila Franca Do Campo,PT,37.7167,-25.4333,64.81,77,28,6.31,scattered clouds
493,Itarema,BR,-2.9248,-39.9167,78.75,75,18,13.31,few clouds
494,Tancitaro,MX,19.3333,-102.3667,63.86,80,100,1.59,overcast clouds
495,Tutoia,BR,-2.7619,-42.2744,77.52,86,1,9.84,clear sky
496,Daru,PG,-9.0763,143.2092,79.38,88,84,17.78,broken clouds
497,Bremervorde,DE,53.4833,9.1333,55.38,95,75,5.46,broken clouds
498,Lasa,IT,46.6166,10.7002,61.36,92,12,2.89,few clouds
499,Cairns,AU,-16.9167,145.7667,78.06,67,90,12.66,overcast clouds
500,Lavrentiya,RU,65.5833,-171.0,46.08,74,100,3.24,overcast clouds
501,Inhambane,MZ,-23.865,35.3833,66.24,87,71,5.12,light rain
502,Nirsa,IN,23.7833,86.7167,80.62,90,100,6.04,overcast clouds
503,Katherine,AU,-14.4667,132.2667,77.32,57,0,10.36,clear sky
504,Nantucket,US,41.2835,-70.0995,74.07,92,90,12.66,mist
505,Zverinogolovskoye,RU,54.4586,64.8542,55.99,67,100,2.89,overcast clouds
506,Monywa,MM,22.1167,95.1333,81.97,73,97,12.08,overcast clouds
507,Akdepe,TM,42.0551,59.3788,69.8,20,0,12.86,clear sky
508,Puerto Maldonado,PE,-12.6,-69.1833,74.25,71,63,0.34,broken clouds
509,Bambanglipuro,ID,-7.95,110.2833,64.6,82,71,3.71,broken clouds
510,Pasighat,IN,28.0667,95.3333,78.21,97,96,1.72,light rain
511,Aripuana,BR,-9.1667,-60.6333,79.05,64,65,2.28,broken clouds
512,Turinsk,RU,58.0458,63.696,53.02,63,100,2.68,overcast clouds
513,Yasnyy,RU,51.0333,59.8742,60.24,43,30,7.27,scattered clouds
514,Emba,KZ,48.8264,58.1442,67.73,30,0,3.98,clear sky
515,Hvide Sande,DK,56.0045,8.1294,54.19,77,100,25.59,overcast clouds
516,Baykit,RU,61.67,96.37,50.63,90,100,9.95,overcast clouds
517,Moussoro,TD,13.6408,16.4901,88.0,38,33,10.07,scattered clouds
518,Port Moresby,PG,-9.4431,147.1797,82.22,70,13,5.12,few clouds
519,Tuy Hoa,VN,13.0833,109.3,87.3,59,28,11.3,scattered clouds
520,Verkh-Usugli,RU,52.7,115.1667,70.2,50,10,5.06,clear sky
521,Fort Nelson,CA,58.8053,-122.7002,75.54,42,51,7.78,broken clouds
522,Tual,ID,-5.6667,132.75,81.21,77,63,12.55,broken clouds
523,Vejle,DK,55.7093,9.5357,54.43,89,100,5.99,overcast clouds
524,Ekhabi,RU,53.5102,142.9671,54.61,58,100,15.05,overcast clouds
525,Opuwo,NA,-18.0607,13.84,57.27,43,0,8.16,clear sky
526,Ust-Kuyga,RU,70.0167,135.6,76.15,24,10,15.7,clear sky
527,Kabakovo,RU,54.5369,56.1517,59.29,72,40,2.24,scattered clouds
528,Balabac,PH,7.9868,117.0645,83.28,78,100,11.43,moderate rain
529,Tanout,NE,14.9709,8.8879,84.63,43,49,12.59,scattered clouds
530,Henties Bay,NA,-22.116,14.2845,63.86,53,0,3.44,clear sky
531,Rondonopolis,BR,-16.4708,-54.6356,79.36,41,88,1.45,overcast clouds
532,Antalaha,MG,-14.9003,50.2788,68.43,83,94,12.15,light rain
533,Inongo,CD,-1.95,18.2667,69.57,85,100,3.4,overcast clouds
534,The Valley,AI,18.217,-63.0578,80.46,77,90,21.36,overcast clouds
535,Magrath,CA,49.4167,-112.8686,81.32,31,100,8.34,overcast clouds
536,Acari,PE,-15.4311,-74.6158,65.5,80,74,4.12,broken clouds
537,Samarai,PG,-10.6167,150.6667,79.21,85,66,15.32,broken clouds
538,Tepalcatepec,MX,19.1833,-102.85,85.28,65,100,2.66,overcast clouds
539,Necochea,AR,-38.5473,-58.7368,43.03,84,4,9.8,clear sky
540,Floro,NO,61.5996,5.0328,51.76,76,100,10.36,overcast clouds
541,Todos Santos,MX,23.45,-110.2167,90.19,73,12,8.61,few clouds
542,Bamut,RU,43.1599,45.1973,66.15,54,0,3.89,clear sky
543,Soria,ES,41.6667,-2.6667,49.86,90,6,4.76,clear sky
544,Enschede,NL,52.2183,6.8958,54.34,92,100,4.0,overcast clouds
545,Areosa,PT,41.7178,-8.8571,60.67,94,8,11.27,clear sky
546,Sibolga,ID,1.7427,98.7792,74.66,90,100,3.49,overcast clouds
547,Soe,ID,-9.8607,124.284,77.77,51,26,1.36,scattered clouds
548,Kaduy,RU,59.2,37.15,60.84,82,96,3.13,overcast clouds
549,Podor,MR,16.6527,-14.9587,81.63,42,100,16.42,overcast clouds
550,Lumeje,AO,-11.55,20.7833,55.47,50,16,5.75,few clouds
551,George,ZA,-33.963,22.4617,71.15,28,20,13.8,few clouds
552,Leh,IN,34.1667,77.5833,47.95,68,46,3.56,scattered clouds
553,Byron Bay,AU,-28.65,153.6167,71.06,71,61,11.1,broken clouds
554,Waynesboro,US,38.0685,-78.8895,83.59,70,40,1.01,scattered clouds
555,Price,US,39.5994,-110.8107,94.26,10,1,12.66,clear sky
556,Elk Point,US,42.6833,-96.6836,72.64,60,2,5.12,clear sky
557,Campos Belos,BR,-13.0367,-46.7717,69.31,43,0,4.0,clear sky
558,Teya,RU,60.3778,92.6267,52.09,85,39,6.55,scattered clouds
559,Matara,LK,5.9485,80.5353,78.89,87,55,11.61,broken clouds
560,Imeni Poliny Osipenko,RU,52.4201,136.4853,73.78,49,100,7.58,overcast clouds
561,Craig,US,40.5153,-107.5464,83.16,13,1,3.44,clear sky
562,Cabedelo,BR,-6.9811,-34.8339,74.07,76,23,9.93,few clouds
563,Fort Myers Beach,US,26.452,-81.9481,87.06,82,40,1.99,scattered clouds
564,Payson,US,40.0444,-111.7321,95.99,20,1,1.99,clear sky
565,High Rock,BS,26.6208,-78.2833,82.42,80,100,12.03,overcast clouds
566,Mindelo,CV,16.8901,-24.9804,72.95,68,20,16.11,few clouds
567,Sorland,NO,67.667,12.6934,49.55,93,100,6.67,light rain
568,Victor Harbor,AU,-35.5667,138.6167,61.47,83,100,15.03,overcast clouds
569,Novoasbest,RU,57.7422,60.2877,55.53,73,91,2.77,overcast clouds
570,Yevpatoriya,UA,45.1972,33.3558,67.93,93,2,5.84,clear sky
571,Tari,NG,12.4086,4.4914,72.91,91,100,19.64,heavy intensity rain
572,Astana,KZ,51.1801,71.446,49.95,87,20,6.71,few clouds
573,Moose Factory,CA,51.2585,-80.6094,39.52,92,91,3.38,overcast clouds
574,Pudozh,RU,61.8099,36.5345,66.67,73,11,4.25,few clouds
575,Torrox,ES,36.7579,-3.9523,72.37,50,0,5.01,clear sky
576,Mogwase,ZA,-25.185,27.2665,49.15,51,0,3.74,clear sky
577,Ullapool,GB,57.8987,-5.1604,42.94,90,34,2.17,scattered clouds
578,Saint-Joseph,RE,-21.3667,55.6167,64.78,71,53,10.69,broken clouds
579,Bollnas,SE,61.3482,16.3946,59.4,98,100,2.33,light rain
580,Luklukan,PH,14.3254,122.7124,87.31,61,100,9.6,overcast clouds
581,Fairbanks,US,64.8378,-147.7164,71.56,73,75,0.0,broken clouds
582,Sann,PK,26.0418,68.1378,84.11,55,4,5.77,clear sky
583,Hami,CN,42.8,93.45,79.12,19,100,4.05,overcast clouds
584,Yar-Sale,RU,66.8333,70.8333,44.56,57,100,11.95,overcast clouds
585,La Plata,AR,-34.9215,-57.9545,54.0,82,100,5.77,overcast clouds
586,Acapetahua,MX,15.2833,-92.7,78.8,88,98,1.79,overcast clouds
587,Isangel,VU,-19.55,169.2667,78.91,69,75,5.75,broken clouds
588,Kilcullen,IE,53.1303,-6.7444,44.85,93,9,5.23,clear sky
589,Rapid City,US,44.0805,-103.231,77.54,28,20,1.99,few clouds
590,Corner Brook,CA,48.9667,-57.9484,56.21,94,100,3.31,overcast clouds
591,Sioux Lookout,CA,50.1001,-91.917,51.87,54,75,8.05,broken clouds
592,Linxia,CN,35.6003,103.2064,67.87,45,99,1.32,overcast clouds
593,Riyadh,SA,24.6877,46.7219,80.74,14,0,2.3,clear sky
594,Kilindoni,TZ,-7.9139,39.6668,76.21,77,5,17.29,light rain
595,Kishtwar,IN,33.3167,75.7667,63.07,67,10,3.29,clear sky
596,Husavik,IS,66.0449,-17.3389,46.74,78,100,18.43,light rain
597,Zeya,RU,53.75,127.2667,76.15,58,73,3.71,broken clouds
598,Houma,US,29.5958,-90.7195,77.0,92,1,8.05,clear sky
599,Tres Arroyos,AR,-38.3739,-60.2798,42.39,91,59,10.47,broken clouds
600,Loanda,AO,-8.8368,13.2343,70.38,93,90,7.29,overcast clouds
601,Sabha,LY,27.0377,14.4283,86.38,20,0,11.68,clear sky
602,Kuryk,KZ,43.2,51.65,80.98,26,0,7.43,clear sky
603,Puerto Escondido,MX,15.85,-97.0667,85.03,54,40,0.0,scattered clouds
604,Rajanpur,PK,29.1035,70.325,92.07,41,90,4.65,overcast clouds
605,Baghdogra,IN,26.7,88.3167,79.72,87,36,5.91,scattered clouds
606,Kalmunai,LK,7.4167,81.8167,79.07,80,100,3.91,overcast clouds
607,San Rafael Del Sur,NI,11.8485,-86.4384,80.83,76,99,11.88,overcast clouds
608,Arraias,BR,-12.9288,-46.9437,69.91,41,0,4.63,clear sky
609,Iquique,CL,-20.2208,-70.1431,60.84,83,100,3.04,overcast clouds
610,Maputo,MZ,-25.9653,32.5892,60.22,86,0,1.01,clear sky
611,Angoche,MZ,-16.2325,39.9086,68.13,91,42,6.73,light rain
612,Lithgow,AU,-33.4833,150.15,53.08,72,49,6.62,scattered clouds
613,Alta Floresta,BR,-9.8756,-56.0861,73.76,51,75,3.4,broken clouds
614,Kita,ML,13.0349,-9.4895,82.42,58,71,1.48,light rain
615,Christchurch,NZ,-43.5333,172.6333,49.91,94,90,4.0,overcast clouds
616,Porto Novo,BJ,6.4965,2.6036,73.54,97,100,3.74,heavy intensity rain
617,Tabanan,ID,-8.5413,115.1252,79.2,78,65,1.05,broken clouds
618,Nelson Bay,AU,-32.7167,152.15,61.0,94,89,1.01,overcast clouds
619,Esperance,AU,-33.8667,121.9,49.84,64,91,28.5,overcast clouds
620,Cotia,BR,-23.6704,-46.9472,59.83,94,100,2.42,overcast clouds
621,Benguela,AO,-12.5763,13.4055,69.96,81,27,2.19,scattered clouds
622,Basco,PH,20.4487,121.9702,83.75,84,100,24.45,overcast clouds
623,Kutum,SD,14.2,24.6667,77.88,35,100,4.54,overcast clouds
624,Muzhi,RU,65.3667,64.6667,50.14,56,94,4.09,overcast clouds
625,Natal,BR,-5.795,-35.2094,74.05,94,40,3.44,scattered clouds
626,Buta,CD,2.7858,24.73,68.36,98,91,2.04,overcast clouds
627,Naryan-Mar,RU,67.6713,53.087,48.94,78,94,9.95,overcast clouds
628,Saint-Denis,FR,48.9167,2.3333,62.15,90,0,2.3,clear sky
629,Khani,GE,41.9563,42.9566,54.97,65,0,3.65,clear sky
630,Shimoda,JP,34.6667,138.95,80.17,72,67,10.8,broken clouds
631,Salinas,US,36.6777,-121.6555,79.16,59,1,13.8,clear sky
632,Wangou,CN,42.0623,126.9127,56.91,95,96,1.83,overcast clouds
633,Rongcheng,CN,30.634,117.8517,77.59,71,100,2.39,overcast clouds
634,Crateus,BR,-5.1783,-40.6775,73.54,65,9,4.18,clear sky
635,Nauta,PE,-4.5061,-73.5757,72.14,98,14,1.36,few clouds
636,Moranbah,AU,-22.0016,148.0466,69.12,53,9,19.28,clear sky
637,Gobabis,NA,-22.45,18.9667,46.87,58,0,10.74,clear sky
638,Dalvik,IS,65.9702,-18.5286,45.25,91,100,13.89,overcast clouds
639,Takoradi,GH,4.8845,-1.7554,77.52,83,100,8.79,overcast clouds
640,Mithi,PK,24.7318,69.7981,82.89,70,0,11.9,clear sky
641,San Patricio,US,28.017,-97.5169,87.78,77,89,13.98,overcast clouds
642,Shingu,JP,33.7333,135.9833,74.91,69,100,6.06,overcast clouds
643,Panaba,MX,21.2833,-88.2667,82.87,69,100,12.71,overcast clouds
644,Kichera,RU,55.9375,110.0997,63.73,79,100,3.27,light rain
645,Giyani,ZA,-23.3025,30.7187,54.28,82,0,2.91,clear sky
646,Klyuchi,RU,52.2667,79.1667,52.48,70,88,9.01,overcast clouds
647,Sarangani,PH,5.4033,125.4636,83.71,71,97,6.46,overcast clouds
648,Masuda,JP,34.6667,131.85,81.36,67,40,8.48,scattered clouds
649,Batagay-Alyta,RU,67.8006,130.4114,78.04,28,12,6.71,few clouds
650,Manta,EC,-0.95,-80.7333,73.18,88,40,9.22,scattered clouds
651,Rawson,AR,-43.3002,-65.1023,52.0,59,31,15.1,scattered clouds
652,Aviles,ES,43.5547,-5.9248,60.19,92,75,11.99,light rain
653,Mont-De-Marsan,FR,44.0,-0.6667,62.15,64,75,4.61,broken clouds
654,Mayo,US,38.8876,-76.5119,83.12,86,75,1.99,broken clouds
655,Cobija,BO,-11.0267,-68.7692,74.46,70,47,2.66,scattered clouds
656,Tsogni,GA,-2.7942,10.0988,72.88,89,100,6.71,overcast clouds
657,Zabaykalsk,RU,49.6333,117.3167,70.66,50,41,4.59,scattered clouds
658,Huarmey,PE,-10.0681,-78.1522,65.3,85,87,7.16,overcast clouds
659,Katete,UG,-0.7818,29.7544,59.85,81,17,2.77,few clouds
660,Krasnoselkup,RU,65.7,82.4667,46.47,58,98,18.28,overcast clouds
661,Port Lincoln,AU,-34.7333,135.8667,57.61,51,100,19.6,light rain
662,Gondanglegi,ID,-7.7479,112.0132,78.17,84,100,9.91,overcast clouds
663,Kankon,IN,15.0167,74.0167,82.2,85,99,3.18,overcast clouds
664,Shenjiamen,CN,29.9576,122.298,74.17,83,100,5.06,light rain
665,Acajutla,SV,13.5928,-89.8275,81.48,80,100,3.31,overcast clouds
666,Mehriz,IR,31.5917,54.4318,70.93,10,0,3.0,clear sky
667,Pinheiro Machado,BR,-31.5783,-53.3811,45.05,100,0,3.71,clear sky
668,Zaraysk,RU,54.7653,38.8836,69.62,87,83,4.34,broken clouds
669,Moerai,PF,-22.4333,-151.3333,72.63,59,28,3.4,scattered clouds
670,Hofn,IS,64.2539,-15.2082,46.09,97,100,22.26,overcast clouds
671,Cheremukhovo,RU,60.3484,59.9851,50.61,78,97,0.13,overcast clouds
672,Puerto Leguizamo,CO,-0.1934,-74.7819,70.14,99,28,1.23,scattered clouds
673,Canning,IN,22.3189,88.6714,82.42,82,100,3.62,overcast clouds
674,Cabatuan,PH,10.8794,122.486,81.07,76,100,3.0,moderate rain
675,Dhidhdhoo,MV,6.8833,73.1,82.13,78,6,17.67,clear sky
676,Uruzgan,AF,32.8333,66.0,66.58,18,0,7.92,clear sky
677,Aksarka,RU,66.5606,67.7975,47.19,60,100,8.97,overcast clouds
678,Armizonskoye,RU,55.9461,67.6736,52.02,74,88,6.4,overcast clouds
679,Vengurla,IN,15.8667,73.6333,81.55,86,100,2.39,light rain
680,Verkhnevilyuysk,RU,63.4453,120.3167,82.62,43,79,3.0,broken clouds
681,Faya,SA,18.3851,42.4509,66.72,14,49,3.27,scattered clouds
